,0
528,191633.00242576317
529,215109.08213971416
530,239675.6582277958
531,210363.44303241937
532,173805.71500866933
533,246063.23055736444
534,187525.59688825795
535,245952.1802161197
536,327516.4951650436
537,351367.1194679334
538,253441.41829609254
539,305041.6767906715
540,255651.7318620849
541,231730.3660575706
542,254204.6316901527
543,269114.4349316502
544,232945.06447681625
545,239600.49840277195
546,245880.1710270936
547,216972.09708782632
548,184110.4884999029
549,195030.83294573982
550,150185.40012417128
551,180256.3079635785
552,182561.9442692613
553,180952.37673759987
554,200931.78236123984
555,187277.95410034308
556,196030.74963413336
557,120093.8566994727
558,135058.24134646158
559,114519.89741762233
560,111018.95004188796
561,186514.55921837935
562,133382.6528563396
563,232389.01470614065
564,359056.19059170695
565,173688.87502324264
566,147901.22397744286
567,156669.19008233197
568,167204.4904838718
569,287402.2497944698
570,263511.4011946251
571,276822.2511120825
572,278887.51790088846
573,168296.85591559115
574,206243.2153664229
575,193881.25866473932
576,200297.1931801648
577,313916.9359303529
578,224234.22870515587
579,347627.0353288235
580,277778.76185900875
581,198024.16242060068
582,170613.38715949815
583,172328.19613021918
584,214697.2043325678
585,146166.86602429955
586,140830.35854220815
587,139940.3381352179
588,141890.42484165626
589,189632.54839857595
590,115259.04834378863
591,133233.29527531855
592,148009.5010823128
593,81225.53710953899
594,164022.6840720537
595,138590.6761325869
596,119382.79279468772
597,224347.61987788446
598,130986.26974378248
599,168931.94685900855
600,185268.6419602436
601,133446.57822215787
602,108319.14292709618
603,135190.31456245942
604,126020.46226129963
605,174097.42331824973
606,116582.97598576227
607,148107.34484416372
608,86401.5613352819
609,110164.3091470611
610,97194.22622264131
611,109454.02971815894
612,139410.45630670624
613,186602.3956771912
614,148116.60720823827
615,121956.50733139359
616,152078.46256578065
617,128480.95741537679
618,133346.09721793013
619,115326.53313519945
620,121178.76791870841
621,123175.71047238706
622,142168.68488749256
623,108512.77476957989
624,120863.26500517841
625,137586.95031025817
626,119853.75361445546
627,94144.02028880078
628,76935.36561256587
629,126790.30220639406
630,126683.1970959098
631,123717.33649151525
632,117286.42652077963
633,140482.604664833
634,153626.62665696588
635,78672.79907184723
636,97253.99892565767
637,143316.1243029455
638,67044.59507429032
639,90229.24154314578
640,123033.46802799587
641,140076.52054324647
642,101096.23906555955
643,129957.481485399
644,114763.1950875386
645,73006.03910512541
646,249409.78409593686
647,117613.45298802778
648,113326.08320542751
649,134343.85655728308
650,162591.70964972093
651,135030.95269836354
652,114123.10603717936
653,107896.22366285733
654,155675.31932858587
655,130224.46073407723
656,149139.2521727306
657,120877.92695056021
658,106717.03893567256
659,119182.82895916126
660,100838.0786516607
661,102689.00088253104
662,87675.29758818916
663,189773.7210899828
664,126027.54174055922
665,142813.9972919652
666,162558.4751754435
667,122316.90976770503
668,108877.61822992681
669,139569.4372242695
670,161574.91498820102
671,116100.88537641725
672,121497.43476459089
673,122190.48481964236
674,99990.91137833773
675,68274.82367377591
676,112034.76505791099
677,131789.96581153412
678,155339.59623462288
679,142089.15897459074
680,147677.9990819818
681,130678.16112110764
682,140184.72761630686
683,128752.75543181496
684,138565.70917743817
685,166332.03703861948
686,136074.3035601241
687,123531.51323706761
688,138255.46113198393
689,212022.70573987658
690,134310.62335347277
691,190504.9904558012
692,179256.38275909133
693,106015.75730399869
694,128706.45046477117
695,242549.8115416538
696,229822.83106018085
697,245744.1548394812
698,217506.0898305891
699,180749.79870781765
700,250392.03237316292
701,401705.53896875336
702,349331.7816241955
703,252024.97776439835
704,182688.0893658823
705,152135.55855619372
706,224544.59135429392
707,200761.850529027
708,198449.69952872902
709,218564.55458728
710,147890.00222844703
711,138713.01826059443
712,166500.2154441843
713,232929.49621658662
714,319445.12149912055
715,313119.5338649804
716,242152.78312412492
717,217312.13763004934
718,137410.94573076649
719,202824.44573622875
720,190552.72822753218
721,215465.86907216377
722,190558.50926439767
723,128701.48671105235
724,126017.03839273869
725,143357.74998848003
726,151943.00817905835
727,162184.31655983903
728,212034.8008893899
729,83713.80283827534
730,82765.55845711721
731,101137.45227704484
732,107244.00354793217
733,99426.5431841643
734,112129.11138977199
735,109799.55991483513
736,115529.89073205096
737,164398.88279585788
738,177718.89659986433
739,130628.12539368031
740,139030.59409762576
741,214006.28840504502
742,141903.2187800815
743,171733.20996725836
744,100169.06825204258
745,135771.76823123347
746,209540.7002414988
747,252051.1761021659
748,204340.11219563452
749,126052.93474120767
750,116531.51536034627
751,110976.29058935748
752,104076.6034930689
753,120313.5427883479
754,110185.62710786534
755,155310.83360339465
756,101230.21821462606
757,64589.74822313013
758,67761.40421914909
759,63004.79476177699
760,297838.09330549446
761,242364.0106672723
762,266667.38444733515
763,209891.84905704448
764,120710.64031513508
765,182441.2763803015
766,199003.83040456896
767,258023.6274634122
768,245777.48716733174
769,152704.6124166141
770,220922.14063954214
771,176882.68821563578
772,173219.2381462457
773,258136.87439927005
774,216650.29874582047
775,279685.92559183214
776,347215.344876392
777,198515.40222448012
778,120889.07887817221
779,160438.7351000159
780,160293.20170675794
781,126919.54860193806
782,123598.04663836358
783,107489.19259783793
784,115286.63788969062
785,150433.09609081637
786,111391.19619571828
787,123372.84781206617
788,123141.1920644278
789,134947.46016250126
790,113042.56543291616
791,179751.7786453702
792,158219.62365774688
793,181818.37090579257
794,185055.78625603614
795,190996.72690490435
796,202761.9925301756
797,177498.80170658504
798,171329.0769012293
799,160854.85077521103
800,196604.95818971828
801,223527.06163773107
802,341772.3151276334
803,429506.0962630068
804,184355.6497679779
805,280533.7962547947
806,375930.9544724586
807,383819.16019407305
808,141818.71486070802
809,191158.7132014808
810,227128.50367983698
811,205174.4616888725
812,160233.94041787533
813,168451.9414526663
814,175828.39856608462
815,189243.73292985148
816,180964.45899984302
817,146574.13343968854
818,128174.19469881516
819,131226.5203528741
820,163975.03930708114
821,182340.11116314813
822,103533.65971592531
823,103472.71392201261
824,158758.0393746805
825,125455.8672916001
826,354510.7649479119
827,276607.5193223968
828,378308.2231429429
829,439681.60495449055
830,327501.39600997575
831,422764.00091229693
832,458458.73729581205
833,428639.337972267
834,432991.8247498245
835,265409.5616000047
836,297177.4777985456
837,322777.837042115
838,404356.95821616997
839,341640.1745973411
840,276539.03643965384
841,232207.93195861197
842,243311.93715308676
843,249902.33444054812
844,178024.49991503853
845,173760.22127153885
846,176352.16530947632
847,219283.86962102074
848,274167.1436175225
849,216918.829599256
850,199177.04426000878
851,173277.22175277583
852,172906.0336886308
853,186332.7345976319
854,175530.2531557287
855,182685.53984945783
856,175136.43129847513
857,173313.74111313408
858,180838.5568796642
859,200948.93718481698
860,240979.6754156909
861,181700.43054289452
862,185545.618447511
863,175780.5643391813
864,203861.3676926626
865,172845.15104208395
866,215109.08213971416
867,226119.8754739827
868,178947.58747752794
869,168626.71657856015
870,354413.3224225887
871,409060.99740203377
872,328100.32979235455
873,252175.18202777143
874,265673.2389742714
875,328108.65491162444
876,203548.07648728578
877,276890.1463356804
878,223541.0285008599
879,408381.31888566713
880,204530.33282899277
881,233498.85513635442
882,215781.5997969303
883,231079.09067773508
884,245523.11294760462
885,224354.8579346768
886,198525.70543950202
887,231619.736247036
888,164907.29344850685
889,277321.5786836769
890,243711.65300774918
891,245128.2341851138
892,223624.4060009213
893,142657.20179069877
894,166243.5645820545
895,154678.61673727422
896,188486.2521122358
897,191742.27253726163
898,127470.24433441543
899,114707.78351459444
900,141564.07056178394
901,275827.985735407
902,135278.93782969523
903,160968.94188350762
904,220049.87237935563
905,210662.03460908218
906,221855.14911343702
907,220974.18950380385
908,218072.39316501902
909,166936.67304715875
910,165277.87870363347
911,189168.26302181542
912,278062.9345172815
913,314786.22264381306
914,253288.4499430482
915,287482.0031818125
916,376892.56780502945
917,140049.51592259464
918,198953.31915102186
919,143367.62549428077
920,157810.27631291302
921,198850.1630726615
922,196992.93613144138
923,242807.45380030817
924,162532.4029715159
925,138321.84227591765
926,139150.55655373895
927,97537.32392876968
928,126304.71619711794
929,150219.13359857476
930,145478.8000061511
931,116923.4583636454
932,175225.4526111699
933,141540.02087432353
934,210779.82164808057
935,136236.55746164388
936,216980.80913778418
937,135568.81397111283
938,63559.498542231384
939,58990.813620318375
940,113125.96634564357
941,143182.78945933632
942,141788.34289731656
943,146996.6361546906
944,157152.74953954888
945,143048.6209301584
946,124367.72400330708
947,143531.4116394411
948,125350.97839320677
949,173688.24235717964
950,120844.80272234078
951,164039.67434751292
952,136465.8875218657
953,133850.40467923187
954,141681.7613113459
955,129748.62119712887
956,128723.28440963541
957,128999.18096170614
958,129955.60891718448
959,125104.71381432482
960,154980.97275888175
961,118543.98680449356
962,130876.71138928234
963,151802.21463533025
964,191063.62893378217
965,132375.34809915387
966,137996.88835728317
967,185508.00027549022
968,117839.28760658184
969,131375.78546819423
970,106491.5670283577
971,143314.31777195298
972,145147.2348164484
973,138113.4327772759
974,141558.33020263666
975,111174.15602114178
976,108149.40139371001
977,126797.88159600087
978,109076.77320835934
979,120003.71568822888
980,104818.9852999383
981,104380.87202395816
982,122485.89848119237
983,128925.44401265522
984,72116.26764515875
985,124898.32148701602
986,191271.8218531298
987,135961.40063213126
988,106986.90105950162
989,153720.75294124606
990,119526.99290883068
991,214776.8403565817
992,96666.09340536072
993,128545.24415009793
994,126374.45996810563
995,134049.166586098
996,123690.65324498844
997,117077.58845004774
998,104742.68289669267
999,134855.58853964513
1000,108863.54686200181
1001,133232.61142178983
1002,123591.0718853041
1003,168671.93080510598
1004,128527.75331644865
1005,106682.12647206507
1006,145425.09104207883
1007,72010.84603509353
1008,76158.37858993639
1009,189292.91828429454
1010,212648.9857271093
1011,161609.5421082539
1012,125046.97304823167
1013,86752.1686230697
1014,227910.44455324492
1015,106822.7681403881
1016,126260.62541239426
1017,161781.48635096592
1018,108815.65394662808
1019,151969.89893738995
1020,121246.43394593078
1021,129226.1346173111
1022,113813.40670822232
1023,119487.12689672278
1024,123081.95341978228
1025,153622.56522393602
1026,185106.47570753627
1027,169550.69934033498
1028,150451.2223250108
1029,150939.79097484896
1030,92979.0960853071
1031,181501.75448586742
1032,150014.7366317892
1033,160142.79073726648
1034,91231.06504059616
1035,241591.27629762242
1036,148834.95932745322
1037,110396.82683509607
1038,96615.31318571746
1039,121721.13353307462
1040,138030.47997488285
1041,145217.89178641542
1042,92608.10511396057
1043,180470.08831031751
1044,227882.9392419842
1045,261342.3833179102
1046,322079.98397313175
1047,261063.29003571655
1048,213016.3145533982
1049,226213.11866375082
1050,178550.93984205753
1051,200272.3533402075
1052,207678.12708915735
1053,237343.5780561855
1054,147216.7011230835
1055,159246.54194622723
1056,138983.67086070077
1057,150608.1680770126
1058,213854.61568365662
1059,205457.4377995647
1060,189901.8294958841
1061,219834.30020332403
1062,128028.66747816876
1063,137635.08703274696
1064,150803.4655027018
1065,134240.3568545282
1066,111119.34647017236
1067,132780.35814135819
1068,137070.89792308534
1069,120777.75337817661
1070,242544.99614747614
1071,222873.99131919196
1072,194030.84671465418
1073,231649.02737442186
1074,319670.9970890165
1075,239848.99750535493
1076,235984.24241156006
1077,183823.0221503128
1078,190686.081138003
1079,172213.92955155263
1080,178537.7570179378
1081,155981.58344359836
1082,125436.52826940177
1083,132562.9536071213
1084,133541.00625504839
1085,132491.91875384538
1086,145733.94822452002
1087,150401.54345659682
1088,152937.5454174145
1089,266731.08310516033
1090,133364.41065052745
1091,124424.63635349438
1092,79303.76614206005
1093,105705.03503500031
1094,125878.9260421386
1095,106734.61117092185
1096,120135.71238001656
1097,162968.59586978078
1098,137005.62629473908
1099,133249.2859496866
1100,152312.05952448567
1101,123099.9657085627
1102,146089.28430740334
1103,195563.9241336668
1104,147911.0822572897
1105,150358.52886795436
1106,121803.70722669571
1107,177265.68946588933
1108,192350.46760260133
1109,125773.84145901405
1110,169955.27999443532
1111,185545.05111652258
1112,204526.64689160112
1113,271896.2767622214
1114,133310.05219747926
1115,124002.8925151785
1116,143470.73103067622
1117,85939.04534418083
1118,71930.44565871166
1119,133236.90353343135
1120,115395.27341050022
1121,98456.539486376
1122,276362.25203386566
1123,164583.5173989705
1124,177048.8062298919
1125,219728.10462765384
1126,203424.04025571188
1127,157171.21153290302
1128,146370.38284284025
1129,216606.6364585888
1130,214995.5675013714
1131,207221.8932209475
1132,249170.59106600875
1133,180459.60574386574
1134,212637.75477240994
1135,338076.7583529409
1136,184094.38452764432
1137,269402.7100529699
1138,333532.52810835047
1139,183873.3160726994
1140,143949.14538865897
1141,80850.74467663905
1142,105341.93604078889
1143,89149.87017928394
1144,73972.33426872245
1145,146470.46483696203
1146,184814.50518788627
1147,201120.09693195563
1148,165390.907907389
1149,113679.81000328367
1150,136216.96011911405
1151,147226.45558828258
1152,132959.21750846953
1153,128811.9757810913
1154,150209.21787096185
1155,144209.91328934053
1156,172018.520531079
1157,206680.22369485672
1158,204078.26772437093
1159,182578.621440813
1160,183302.70249354583
1161,182988.7946094982
1162,240648.93583434273
1163,273353.0275233116
1164,332539.2294127246
1165,162766.3205446186
1166,187609.48496976614
1167,440017.7589797045
1168,565824.2828546471
1169,354013.28019284346
1170,447667.5712981604
1171,436657.0617767625
1172,305785.1796502654
1173,406137.7006877179
1174,154481.18750755186
1175,186157.9116782737
1176,187190.04050980933
1177,267246.1610568598
1178,189544.0514463986
1179,149218.80153432197
1180,101877.62539455907
1181,186233.90383131846
1182,104961.2139410407
1183,124497.93203801975
1184,105876.16874508257
1185,98864.4906543077
1186,104879.75840462543
1187,144157.46612648963
1188,152135.25564727577
1189,154018.54690676948
1190,148482.86951112645
1191,436746.4147011032
1192,248275.07754346204
1193,239312.12155848587
1194,399259.70097252366
1195,326677.64248540864
1196,348479.2546925282
1197,297709.39208570437
1198,321297.06780053506
1199,345747.74229083693
1200,351024.08679047995
1201,360628.1524630493
1202,273936.0787432393
1203,267945.0733255641
1204,328891.5603431682
1205,279966.311936651
1206,173028.87483808282
1207,185949.7485762465
1208,170741.73248568407
1209,296211.51166564564
1210,185847.6666319068
1211,190229.3792955098
1212,214061.28267120573
1213,209711.7440037994
1214,174291.11579864062
1215,183512.3107778218
1216,196115.8119741201
1217,254873.45248227083
1218,276754.305836594
1219,283310.47411400254
1220,420856.3255926851
1221,345940.3902104951
1222,545210.085949062
1223,320742.4621925229
1224,362546.7592311516
1225,248957.04852585652
1226,319439.5972769034
1227,222847.61585616757
1228,223517.18865398612
1229,476860.7796821506
1230,177741.58651245653
1231,138357.4605572339
1232,195858.9982098311
1233,146830.1088112575
1234,188493.7375546663
1235,182111.8941747231
1236,180992.41904138197
1237,199140.01473970222
1238,171038.2001027413
1239,153424.25525976106
1240,155302.53877108922
1241,112925.5720172753
1242,150341.26197616296
1243,140781.3910429628
1244,119821.88955070483
1245,117321.65270675154
1246,129984.45069243653
1247,134756.56738111237
1248,113465.44216166605
1249,126349.21567400916
1250,281425.53688625165
1251,382411.14754169225
1252,170464.59803412412
1253,159113.58270292717
1254,162238.16955347615
1255,156698.3811212569
1256,182980.15207752888
1257,222668.5557279738
1258,152648.8084737952
1259,183119.08562475722
1260,137061.66425877964
1261,159812.94805521498
1262,150856.7593048438
1263,127518.20693904287
1264,137325.9836863811
1265,140688.6982202658
1266,182459.27058538637
1267,162748.2401109215
1268,150309.31874020837
1269,139890.96588199216
1270,133827.94762499418
1271,122588.6677066252
1272,157427.37639130608
1273,152830.09164280244
1274,132409.78417130836
1275,129407.72545799227
1276,125132.5193205947
1277,141681.7613113459
1278,161084.43304517094
1279,132638.96811516272
1280,142161.96219852773
1281,145409.9526770405
1282,147101.2986014692
1283,156480.5718136321
1284,144789.93159193773
1285,142738.61976734016
1286,146056.38530115108
1287,124253.14897370251
1288,128470.69900255147
1289,134575.31380143345
1290,139155.0020805927
1291,201700.97487140182
1292,146788.13232070013
1293,232648.0280269693
1294,121808.96940072991
1295,107488.16372492399
1296,75892.70438691699
1297,90126.51213488301
1298,162686.78425069991
1299,123088.1157619871
1300,139426.27134940532
1301,144163.6044112894
1302,192313.8866536304
1303,165002.01585939282
1304,277804.978995485
1305,134247.6460845715
1306,84383.66321833132
1307,136284.8844451857
1308,133030.81149177765
1309,158715.81250365914
1310,118399.88139450073
1311,121631.16505192472
1312,151273.92880821953
1313,139760.72474973247
1314,128415.25106768323
1315,138033.18006948192
1316,156070.94292297072
1317,128797.79619313878
1318,124958.16233445035
1319,98076.71056538765
1320,95823.83529489342
1321,93337.44664564233
1322,100787.00010173822
1323,128750.96705595066
1324,123201.35034682481
1325,82101.63344166323
1326,121667.81481359844
1327,76641.71551471992
1328,205199.20050895435
1329,87047.78479205459
1330,117167.60098923866
1331,62106.088585401296
1332,181683.3645038744
1333,103291.02675616779
1334,113523.02162341267
1335,101801.11850161637
1336,222030.61083829627
1337,112491.76429041284
1338,109690.80849727984
1339,61610.234052438165
1340,112764.94063685206
1341,138943.49123286156
1342,166412.2884697816
1343,148227.03395712664
1344,100549.21026015328
1345,79457.64875259735
1346,169383.2470947092
1347,147428.1593471367
1348,133358.0888689873
1349,134707.7813854015
1350,153007.66950790127
1351,146868.0448783238
1352,174024.34592994003
1353,160868.4676844417
1354,117203.50428849169
1355,228865.8987418345
1356,156299.93216374828
1357,129994.60783931919
1358,175364.47233563373
1359,136833.69502055025
1360,104881.6338131754
1361,185784.24460696982
1362,237789.32662079867
1363,177325.32267027936
1364,166915.00078487626
1365,131684.6773810411
